,STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,RAPE,KIDNAPPING & ABDUCTION,DACOITY,ROBBERY,THEFT,HURT/GREVIOUS HURT,cluster,location,latitude,longitude
8721,ODISHA,MALKANGIR,2012,40,44,17,22,12,4,48,0,2,"MALKANGIR, ODISHA, INDIA",20.5,84.41667
8724,ODISHA,NOWRANGPUR,2012,39,20,42,45,4,20,64,86,2,"NOWRANGPUR, ODISHA, INDIA",19.23114,82.54826
8725,ODISHA,NUAPADA,2012,19,31,18,19,4,16,61,28,2,"NUAPADA, ODISHA, INDIA",20.76909975,82.51862846
8727,ODISHA,RAYAGADA,2012,24,51,41,43,9,18,90,41,2,"RAYAGADA, ODISHA, INDIA",19.17209585,83.33503085
8730,ODISHA,SONEPUR,2012,17,25,12,9,4,12,56,62,2,"SONEPUR, ODISHA, INDIA",20.8453864,83.909083
8731,ODISHA,SRP(CUTTACK),2012,5,6,0,2,0,17,541,14,2,"SRP(CUTTACK), ODISHA, INDIA",20.5,84.41667
8732,ODISHA,SRP(ROURKELA),2012,6,6,1,3,1,19,275,0,2,"SRP(ROURKELA), ODISHA, INDIA",20.5,84.41667
8733,ODISHA,SUNDARGARH,2012,48,59,40,25,4,48,174,451,2,"SUNDARGARH, ODISHA, INDIA",22.13327195,83.9796528
8735,PUNJAB,AMRITSAR RURAL,2012,46,61,18,45,3,5,181,160,2,"AMRITSAR RURAL, PUNJAB, INDIA",30.91667,75.41667
8736,PUNJAB,BARNALA,2012,18,21,25,9,0,1,90,75,2,"BARNALA, PUNJAB, INDIA",30.3704685,75.50401742
8737,PUNJAB,BATALA,2012,19,43,25,23,6,5,146,175,2,"BATALA, PUNJAB, INDIA",31.8193025,75.1999941
8738,PUNJAB,BHATINDA,2012,53,59,44,46,1,4,311,229,2,"BHATINDA, PUNJAB, INDIA",30.25,75
8739,PUNJAB,CP AMRITSAR,2012,42,80,27,52,2,25,416,134,2,"CP AMRITSAR, PUNJAB, INDIA",31.63661,74.87476
8740,PUNJAB,CP JALANDHAR,2012,14,46,33,39,1,18,443,132,2,"CP JALANDHAR, PUNJAB, INDIA",31.32556,75.57917
8742,PUNJAB,FARIDKOT,2012,22,26,17,24,1,2,106,121,2,"FARIDKOT, PUNJAB, INDIA",30.60092505,74.79477423
8743,PUNJAB,FATEHGARH SAHIB,2012,17,11,15,10,0,1,81,137,2,"FATEHGARH SAHIB, PUNJAB, INDIA",30.6466737,76.3887563
8744,PUNJAB,FAZILKA,2012,37,30,32,40,0,2,133,156,2,"FAZILKA, PUNJAB, INDIA",30.4032097,74.0310609
8745,PUNJAB,FEROZPUR,2012,37,43,15,20,1,3,189,231,2,"FEROZPUR, PUNJAB, INDIA",30.4395636,74.0624666
8746,PUNJAB,G.R.P,2012,5,5,0,0,0,0,55,8,2,"G.R.P, PUNJAB, INDIA",30.91667,75.41667
8747,PUNJAB,GURDASPUR,2012,19,27,14,37,1,1,94,101,2,"GURDASPUR, PUNJAB, INDIA",32.166667,75.316667
8748,PUNJAB,HOSHIARPUR,2012,45,31,33,41,0,38,229,250,2,"HOSHIARPUR, PUNJAB, INDIA",31.60857425,75.84644247
8749,PUNJAB,JALANDHAR RURAL,2012,49,49,29,38,13,25,174,255,2,"JALANDHAR RURAL, PUNJAB, INDIA",30.91667,75.41667
8750,PUNJAB,KAPURTHALA,2012,24,45,16,43,6,16,213,204,2,"KAPURTHALA, PUNJAB, INDIA",31.38524095,75.30552274
8751,PUNJAB,KHANNA,2012,20,23,14,15,0,1,146,98,2,"KHANNA, PUNJAB, INDIA",30.700625,76.2220763
8752,PUNJAB,LUDHIANA RURAL,2012,25,31,11,32,0,3,94,78,2,"LUDHIANA RURAL, PUNJAB, INDIA",30.91667,75.41667
8753,PUNJAB,MANSA,2012,15,25,22,17,0,0,65,101,2,"MANSA, PUNJAB, INDIA",29.8769971,75.48898661
8754,PUNJAB,MOGA,2012,37,44,23,20,2,6,154,161,2,"MOGA, PUNJAB, INDIA",30.7839866,75.16057423
8755,PUNJAB,MUKTSAR,2012,25,30,18,35,0,4,112,159,2,"MUKTSAR, PUNJAB, INDIA",30.4692,74.5182
8756,PUNJAB,PATHANKOT,2012,11,6,13,13,1,3,48,28,2,"PATHANKOT, PUNJAB, INDIA",32.2692452,75.6528858
8757,PUNJAB,PATIALA,2012,53,53,44,45,1,1,307,276,2,"PATIALA, PUNJAB, INDIA",30.2090874,76.33987209
8758,PUNJAB,ROPAR,2012,20,8,22,21,0,0,220,90,2,"ROPAR, PUNJAB, INDIA",30.9688367,76.526088
8759,PUNJAB,SANGRUR,2012,41,45,34,39,1,5,181,220,2,"SANGRUR, PUNJAB, INDIA",30.1358257,75.85351544
8760,PUNJAB,SAS NGR,2012,22,51,23,52,2,7,364,149,2,"SAS NGR, PUNJAB, INDIA",30.7393128,76.7138728
8761,PUNJAB,SBS NAGAR,2012,19,15,21,17,2,12,88,117,2,"SBS NAGAR, PUNJAB, INDIA",30.8260412,75.1989654
8762,PUNJAB,TARN TARAN,2012,41,59,23,23,2,6,128,147,2,"TARN TARAN, PUNJAB, INDIA",31.351007,75.1501011
8766,RAJASTHAN,BANSWARA,2012,34,16,56,96,0,13,129,632,2,"BANSWARA, RAJASTHAN, INDIA",23.5,74.333333
8768,RAJASTHAN,BARMER,2012,29,30,21,35,0,3,387,442,2,"BARMER, RAJASTHAN, INDIA",25.75,71.5
8770,RAJASTHAN,BHILWARA,2012,29,42,59,78,0,21,617,63,2,"BHILWARA, RAJASTHAN, INDIA",25.4889628,74.7164014
8771,RAJASTHAN,BIKANER,2012,45,73,67,41,0,12,274,229,2,"BIKANER, RAJASTHAN, INDIA",28.0159286,73.3171367
8772,RAJASTHAN,BUNDI,2012,18,32,43,81,0,3,242,654,2,"BUNDI, RAJASTHAN, INDIA",25.5,75.833333
8774,RAJASTHAN,CHURU,2012,42,38,59,37,0,4,194,431,2,"CHURU, RAJASTHAN, INDIA",28.5,74.5
8775,RAJASTHAN,DAUSA,2012,30,17,14,101,0,18,942,36,2,"DAUSA, RAJASTHAN, INDIA",26.893342,76.3376514
8777,RAJASTHAN,DUNGARPUR,2012,26,12,32,67,0,16,57,159,2,"DUNGARPUR, RAJASTHAN, INDIA",23.666667,73.75
8778,RAJASTHAN,G.R.P.AJMER,2012,4,2,4,8,0,2,611,5,2,"G.R.P.AJMER, RAJASTHAN, INDIA",26.58333,73.83333
8779,RAJASTHAN,G.R.P.JODHPUR,2012,2,0,1,1,0,0,83,1,2,"G.R.P.JODHPUR, RAJASTHAN, INDIA",26.58333,73.83333
8783,RAJASTHAN,JAIPUR NORTH,2012,12,20,37,64,1,37,589,263,2,"JAIPUR NORTH, RAJASTHAN, INDIA",26.58333,73.83333
8784,RAJASTHAN,JAIPUR RURAL,2012,38,37,39,96,8,21,596,410,2,"JAIPUR RURAL, RAJASTHAN, INDIA",26.58333,73.83333
8785,RAJASTHAN,JAIPUR SOUTH,2012,17,17,17,26,1,53,1107,103,2,"JAIPUR SOUTH, RAJASTHAN, INDIA",26.58333,73.83333
8786,RAJASTHAN,JAIPUR WEST,2012,26,20,38,69,1,40,1093,226,2,"JAIPUR WEST, RAJASTHAN, INDIA",26.9178997,75.7529805
8787,RAJASTHAN,JAISALMER,2012,9,8,12,9,0,3,107,253,2,"JAISALMER, RAJASTHAN, INDIA",26.921761,70.9191144
8788,RAJASTHAN,JALORE,2012,23,18,13,47,1,5,183,15,2,"JALORE, RAJASTHAN, INDIA",25.3476006,72.6260916
8790,RAJASTHAN,JHUNJHUNU,2012,36,15,45,63,0,9,291,560,2,"JHUNJHUNU, RAJASTHAN, INDIA",28.1287995,75.3992581
8791,RAJASTHAN,JODHPUR EAST,2012,12,27,20,15,0,16,397,417,2,"JODHPUR EAST, RAJASTHAN, INDIA",26.58333,73.83333
8792,RAJASTHAN,JODHPUR RURAL,2012,34,38,27,33,1,12,224,771,2,"JODHPUR RURAL, RAJASTHAN, INDIA",26.58333,73.83333
8793,RAJASTHAN,JODHPUR WEST,2012,15,42,20,29,0,23,646,286,2,"JODHPUR WEST, RAJASTHAN, INDIA",26.58333,73.83333
8794,RAJASTHAN,KARAULI,2012,41,40,44,104,0,19,685,2,2,"KARAULI, RAJASTHAN, INDIA",26.4956,77.0275
8795,RAJASTHAN,KOTA CITY,2012,28,68,45,82,0,27,596,115,2,"KOTA CITY, RAJASTHAN, INDIA",26.8354446,75.4275155
8796,RAJASTHAN,KOTA RURAL,2012,20,56,42,49,0,8,133,185,2,"KOTA RURAL, RAJASTHAN, INDIA",26.58333,73.83333
8800,RAJASTHAN,RAJSAMAND,2012,26,19,14,62,0,19,168,484,2,"RAJSAMAND, RAJASTHAN, INDIA",25.0585825,73.8880816
8801,RAJASTHAN,SAWAI MADHOPUR,2012,24,27,19,95,0,5,605,0,2,"SAWAI MADHOPUR, RAJASTHAN, INDIA",26.5,76.75
8802,RAJASTHAN,SIKAR,2012,51,34,55,96,0,4,619,234,2,"SIKAR, RAJASTHAN, INDIA",27.66241555,75.0279971
8803,RAJASTHAN,SIROHI,2012,29,16,29,69,0,10,116,341,2,"SIROHI, RAJASTHAN, INDIA",24.833333,72.75
8804,RAJASTHAN,TONK,2012,21,24,19,69,0,3,233,860,2,"TONK, RAJASTHAN, INDIA",26.1647019,75.576596
8807,SIKKIM,EAST,2012,3,4,13,6,0,2,42,31,2,"EAST, SIKKIM, INDIA",27.2799097,88.67466492
8808,SIKKIM,NORTH,2012,1,1,0,0,0,0,7,5,2,"NORTH, SIKKIM, INDIA",27.666667,88.5
8809,SIKKIM,SOUTH,2012,1,2,12,3,0,2,39,33,2,"SOUTH, SIKKIM, INDIA",27.333333,88.416667
8810,SIKKIM,WEST,2012,2,0,9,1,0,2,29,22,2,"WEST, SIKKIM, INDIA",27.41851735,88.18083383
8812,TAMIL NADU,ARIYALUR,2012,19,32,11,47,1,8,131,433,2,"ARIYALUR, TAMIL NADU, INDIA",11.07603595,79.11745538
8814,TAMIL NADU,CHENNAI RLY.,2012,1,5,0,2,2,18,214,29,2,"CHENNAI RLY., TAMIL NADU, INDIA",11,78.33333
8815,TAMIL NADU,COIMBATORE RURAL,2012,51,28,9,41,4,72,354,442,2,"COIMBATORE RURAL, TAMIL NADU, INDIA",11,78.33333
8816,TAMIL NADU,COIMBATORE URBAN,2012,29,37,20,20,2,101,544,272,2,"COIMBATORE URBAN, TAMIL NADU, INDIA",11,78.33333
8818,TAMIL NADU,DHARMAPURI,2012,50,32,25,98,1,21,155,994,2,"DHARMAPURI, TAMIL NADU, INDIA",12.09680475,78.19304301
8820,TAMIL NADU,ERODE,2012,40,31,8,30,1,44,344,399,2,"ERODE, TAMIL NADU, INDIA",11.3692044,77.67662687
8823,TAMIL NADU,KARUR,2012,26,18,4,49,1,30,135,198,2,"KARUR, TAMIL NADU, INDIA",10.9301522,78.08485455
8824,TAMIL NADU,KRISHNAGIRI,2012,63,41,14,45,2,57,166,663,2,"KRISHNAGIRI, TAMIL NADU, INDIA",12.5188835,78.2206536
8826,TAMIL NADU,MADURAI URBAN,2012,31,74,11,65,2,79,459,245,2,"MADURAI URBAN, TAMIL NADU, INDIA",11,78.33333
8827,TAMIL NADU,NAGAPATTINAM,2012,56,44,10,42,2,18,200,518,2,"NAGAPATTINAM, TAMIL NADU, INDIA",10.8056276,79.82465978
8828,TAMIL NADU,NAMAKKAL,2012,30,33,12,48,4,44,106,458,2,"NAMAKKAL, TAMIL NADU, INDIA",11.28422485,78.16615284
8829,TAMIL NADU,NILGIRIS,2012,14,17,9,8,0,5,42,195,2,"NILGIRIS, TAMIL NADU, INDIA",13.0698579,80.2248039
8830,TAMIL NADU,PERAMBALUR,2012,11,15,3,31,1,13,83,168,2,"PERAMBALUR, TAMIL NADU, INDIA",11.2287716,78.81825555
8831,TAMIL NADU,PUDUKOTTAI,2012,31,36,6,33,1,18,141,282,2,"PUDUKOTTAI, TAMIL NADU, INDIA",10.3826515,78.8191259
8832,TAMIL NADU,RAMNATHAPURAM,2012,54,81,9,40,4,45,178,487,2,"RAMNATHAPURAM, TAMIL NADU, INDIA",9.5,78.5
8834,TAMIL NADU,SALEM URBAN,2012,16,22,15,23,4,39,162,315,2,"SALEM URBAN, TAMIL NADU, INDIA",11,78.33333
8835,TAMIL NADU,SIVAGANGAI,2012,47,58,11,43,4,34,194,319,2,"SIVAGANGAI, TAMIL NADU, INDIA",10.0637695,78.7775022
8837,TAMIL NADU,THENI,2012,39,69,22,45,3,48,215,622,2,"THENI, TAMIL NADU, INDIA",9.9696643,77.47420049
8839,TAMIL NADU,THIRUNELVELI URBAN,2012,19,163,3,7,0,38,58,119,2,"THIRUNELVELI URBAN, TAMIL NADU, INDIA",11,78.33333
8840,TAMIL NADU,THIRUVALLUR,2012,40,49,18,14,1,24,203,447,2,"THIRUVALLUR, TAMIL NADU, INDIA",13.13014755,79.92435386
8841,TAMIL NADU,THIRUVANNAMALAI,2012,52,56,21,62,2,19,241,635,2,"THIRUVANNAMALAI, TAMIL NADU, INDIA",9.539867,77.6197904
8842,TAMIL NADU,THIRUVARUR,2012,33,45,11,34,1,20,175,536,2,"THIRUVARUR, TAMIL NADU, INDIA",10.73618605,79.63318659
8845,TAMIL NADU,TRICHY RLY.,2012,2,3,0,1,0,3,82,15,2,"TRICHY RLY., TAMIL NADU, INDIA",11,78.33333
8846,TAMIL NADU,TRICHY RURAL,2012,44,44,14,29,0,46,103,377,2,"TRICHY RURAL, TAMIL NADU, INDIA",11,78.33333
8847,TAMIL NADU,TRICHY URBAN,2012,26,22,7,22,0,56,253,146,2,"TRICHY URBAN, TAMIL NADU, INDIA",11,78.33333
8852,TRIPURA,DHALAI,2012,20,8,35,11,2,13,29,70,2,"DHALAI, TRIPURA, INDIA",23.8253158,91.97322267
8853,TRIPURA,GOMATI,2012,18,8,26,16,2,5,132,321,2,"GOMATI, TRIPURA, INDIA",23.4613369,91.60718004
8854,TRIPURA,GRP,2012,1,0,0,0,0,0,5,1,2,"GRP, TRIPURA, INDIA",24,92
8855,TRIPURA,KHOWAI,2012,12,4,10,5,0,1,33,131,2,"KHOWAI, TRIPURA, INDIA",24.04673835,91.62320954
8856,TRIPURA,NORTH,2012,11,10,29,16,2,4,45,105,2,"NORTH, TRIPURA, INDIA",24.0921476,92.24512135
8857,TRIPURA,SIPAHIJALA,2012,12,9,23,29,0,10,84,250,2,"SIPAHIJALA, TRIPURA, INDIA",24,92
8858,TRIPURA,SOUTH,2012,15,20,30,17,1,8,46,190,2,"SOUTH, TRIPURA, INDIA",23.5,91.666667
8859,TRIPURA,UNAKOTI,2012,9,8,26,10,0,9,45,159,2,"UNAKOTI, TRIPURA, INDIA",24.3167458,92.06650224
8860,TRIPURA,WEST,2012,26,12,50,35,0,10,146,277,2,"WEST, TRIPURA, INDIA",23.916667,91.5
8865,UTTAR PRADESH,AMBEDKAR NAGAR,2012,35,32,12,69,0,24,123,147,2,"AMBEDKAR NAGAR, UTTAR PRADESH, INDIA",26.40349795,82.60728149
8866,UTTAR PRADESH,AURAIYA,2012,24,29,13,102,1,19,150,87,2,"AURAIYA, UTTAR PRADESH, INDIA",26.65573395,79.51504701
8870,UTTAR PRADESH,BAHRAICH,2012,41,42,27,116,1,15,215,173,2,"BAHRAICH, UTTAR PRADESH, INDIA",27.7336958,81.47732128
8871,UTTAR PRADESH,BALLIA,2012,45,27,12,84,8,38,235,239,2,"BALLIA, UTTAR PRADESH, INDIA",25.87793255,84.11995931
8872,UTTAR PRADESH,BALRAMPUR,2012,23,10,12,53,2,6,62,74,2,"BALRAMPUR, UTTAR PRADESH, INDIA",27.4504805,82.39541774
8873,UTTAR PRADESH,BANDA,2012,40,24,22,48,0,9,134,24,2,"BANDA, UTTAR PRADESH, INDIA",25.6240669,80.44804739
8876,UTTAR PRADESH,BASTI,2012,33,19,7,61,0,12,161,134,2,"BASTI, UTTAR PRADESH, INDIA",26.724789,82.79326865
8880,UTTAR PRADESH,CHANDOLI,2012,25,14,11,34,2,13,124,188,2,"CHANDOLI, UTTAR PRADESH, INDIA",27.25,80.75
8881,UTTAR PRADESH,CHITRAKOOT DHAM,2012,34,10,31,43,2,7,97,13,2,"CHITRAKOOT DHAM, UTTAR PRADESH, INDIA",25.2158257,80.9164001
8882,UTTAR PRADESH,CSM NAGAR,2012,35,55,26,105,1,17,137,237,2,"CSM NAGAR, UTTAR PRADESH, INDIA",27.96812,79.06453
8883,UTTAR PRADESH,DEORIA,2012,35,25,18,67,2,12,177,147,2,"DEORIA, UTTAR PRADESH, INDIA",26.42384715,83.76273169
8885,UTTAR PRADESH,ETAWAH,2012,59,55,9,71,3,33,273,78,2,"ETAWAH, UTTAR PRADESH, INDIA",26.71832435,79.09025375
8886,UTTAR PRADESH,FAIZABAD,2012,45,41,29,143,0,33,263,213,2,"FAIZABAD, UTTAR PRADESH, INDIA",26.63807555,82.05902434
8887,UTTAR PRADESH,FATEHGARH,2012,68,66,14,106,4,15,267,56,2,"FATEHGARH, UTTAR PRADESH, INDIA",27.3700748,79.620752
8890,UTTAR PRADESH,G.R.P.,2012,22,11,3,14,8,40,1836,4,2,"G.R.P., UTTAR PRADESH, INDIA",27.25,80.75
8893,UTTAR PRADESH,GHAZIPUR,2012,47,56,9,61,3,28,173,216,2,"GHAZIPUR, UTTAR PRADESH, INDIA",25.6035084,83.50745405
8894,UTTAR PRADESH,GONDA,2012,39,38,23,125,0,31,238,340,2,"GONDA, UTTAR PRADESH, INDIA",27.1096669,81.91832912
8896,UTTAR PRADESH,HAMIRPUR,2012,36,27,25,46,5,17,72,58,2,"HAMIRPUR, UTTAR PRADESH, INDIA",25.75,80
8898,UTTAR PRADESH,HATHRAS,2012,53,52,17,84,14,43,283,145,2,"HATHRAS, UTTAR PRADESH, INDIA",27.57324325,78.11173867
8899,UTTAR PRADESH,J.P.NAGAR,2012,60,36,34,69,4,52,234,106,2,"J.P.NAGAR, UTTAR PRADESH, INDIA",27.25,80.75
8900,UTTAR PRADESH,JALAUN,2012,46,32,15,68,3,16,153,10,2,"JALAUN, UTTAR PRADESH, INDIA",26.105546,79.42765265
8901,UTTAR PRADESH,JAUNPUR,2012,50,64,15,115,1,53,186,324,2,"JAUNPUR, UTTAR PRADESH, INDIA",25.7955927,82.48834098
8902,UTTAR PRADESH,JHANSI,2012,65,50,19,74,2,29,346,153,2,"JHANSI, UTTAR PRADESH, INDIA",25.5301308,78.65242146
8903,UTTAR PRADESH,KANNAUJ,2012,48,36,12,86,0,8,128,5,2,"KANNAUJ, UTTAR PRADESH, INDIA",26.9996974,79.68861213
8905,UTTAR PRADESH,KANSHIRAM NAGAR,2012,50,54,18,65,0,12,133,134,2,"KANSHIRAM NAGAR, UTTAR PRADESH, INDIA",27.77722,78.84537
8906,UTTAR PRADESH,KAUSHAMBI,2012,44,12,11,54,1,13,88,80,2,"KAUSHAMBI, UTTAR PRADESH, INDIA",25.53868215,81.45034105
8908,UTTAR PRADESH,KUSHI NAGAR,2012,36,28,30,98,1,10,146,166,2,"KUSHI NAGAR, UTTAR PRADESH, INDIA",27.96812,79.06453
8909,UTTAR PRADESH,LALITPUR,2012,23,10,14,25,0,11,57,15,2,"LALITPUR, UTTAR PRADESH, INDIA",24.70038485,78.51866759
8911,UTTAR PRADESH,MAHARAJGANJ,2012,30,21,34,95,9,10,88,171,2,"MAHARAJGANJ, UTTAR PRADESH, INDIA",27.09254225,83.56696261
8912,UTTAR PRADESH,MAHOBA,2012,29,16,16,48,0,12,81,5,2,"MAHOBA, UTTAR PRADESH, INDIA",25.36176885,79.70499475
8915,UTTAR PRADESH,MAU,2012,23,61,9,82,1,27,198,237,2,"MAU, UTTAR PRADESH, INDIA",26.0376878,83.49793418
8917,UTTAR PRADESH,MIRZAPUR,2012,27,3,4,7,1,3,41,85,2,"MIRZAPUR, UTTAR PRADESH, INDIA",25.1010477,82.62574936
8920,UTTAR PRADESH,PANCHSHIL NAGAR,2012,56,68,15,65,1,38,366,35,2,"PANCHSHIL NAGAR, UTTAR PRADESH, INDIA",27.96812,79.06453
8921,UTTAR PRADESH,PILIBHIT,2012,47,21,10,65,7,7,83,1,2,"PILIBHIT, UTTAR PRADESH, INDIA",28.6908066,79.83107249
8922,UTTAR PRADESH,PRABUDDH NAGAR,2012,55,58,7,64,1,41,169,4,2,"PRABUDDH NAGAR, UTTAR PRADESH, INDIA",27.96812,79.06453
8924,UTTAR PRADESH,RAIBAREILLY,2012,37,39,36,96,1,14,179,137,2,"RAIBAREILLY, UTTAR PRADESH, INDIA",27.25,80.75
8925,UTTAR PRADESH,RAMABAI NAGAR,2012,44,14,18,83,1,11,85,194,2,"RAMABAI NAGAR, UTTAR PRADESH, INDIA",26.41506,79.98957
8926,UTTAR PRADESH,RAMPUR,2012,51,66,26,100,5,48,338,1,2,"RAMPUR, UTTAR PRADESH, INDIA",28.8014001,79.0284337
8927,UTTAR PRADESH,SAHARANPUR,2012,70,78,18,101,1,34,448,113,2,"SAHARANPUR, UTTAR PRADESH, INDIA",29.9880774,77.50812995
8928,UTTAR PRADESH,SANT KABIRNAGAR,2012,16,17,18,50,0,9,55,134,2,"SANT KABIRNAGAR, UTTAR PRADESH, INDIA",27.25,80.75
8930,UTTAR PRADESH,SHRAWASTI,2012,24,10,22,42,18,5,57,137,2,"SHRAWASTI, UTTAR PRADESH, INDIA",27.50746,82.0047
8931,UTTAR PRADESH,SIDHARTHNAGAR,2012,27,5,22,48,2,3,79,38,2,"SIDHARTHNAGAR, UTTAR PRADESH, INDIA",27.25,80.75
8933,UTTAR PRADESH,SONBHADRA,2012,25,13,21,31,1,8,95,131,2,"SONBHADRA, UTTAR PRADESH, INDIA",24.38657525,83.07863061
8934,UTTAR PRADESH,ST.RAVIDASNAGAR,2012,10,20,4,18,0,2,47,56,2,"ST.RAVIDASNAGAR, UTTAR PRADESH, INDIA",27.25,80.75
8935,UTTAR PRADESH,SULTANPUR,2012,44,80,26,67,7,33,279,243,2,"SULTANPUR, UTTAR PRADESH, INDIA",26.24251085,82.29616932
8937,UTTAR PRADESH,VARANASI,2012,59,62,21,99,0,28,700,216,2,"VARANASI, UTTAR PRADESH, INDIA",25.3356491,83.0076292
8939,UTTARAKHAND,ALMORA,2012,4,6,5,0,0,4,21,0,2,"ALMORA, UTTARAKHAND, INDIA",29.703095,79.43317023
8940,UTTARAKHAND,BAGESHWAR,2012,3,2,8,1,0,0,4,11,2,"BAGESHWAR, UTTARAKHAND, INDIA",30.0084975,79.93004575
8941,UTTARAKHAND,CHAMOLI,2012,1,3,2,2,0,0,9,14,2,"CHAMOLI, UTTARAKHAND, INDIA",30.5,79.5
8942,UTTARAKHAND,CHAMPAWAT,2012,2,1,3,0,0,1,5,25,2,"CHAMPAWAT, UTTARAKHAND, INDIA",29.23631315,80.10172077
8943,UTTARAKHAND,DEHRADUN,2012,37,29,30,43,4,19,575,467,2,"DEHRADUN, UTTARAKHAND, INDIA",30.3255646,78.0436813
8945,UTTARAKHAND,NAINITAL,2012,17,12,16,29,2,12,107,20,2,"NAINITAL, UTTARAKHAND, INDIA",29.29478295,79.41548094
8946,UTTARAKHAND,PAURI GARHWAL,2012,9,2,2,10,0,3,58,28,2,"PAURI GARHWAL, UTTARAKHAND, INDIA",29.84591115,78.70766746
8947,UTTARAKHAND,PITHORAGARH,2012,9,0,1,1,0,0,7,15,2,"PITHORAGARH, UTTARAKHAND, INDIA",29.585871,80.215167
8948,UTTARAKHAND,RUDRA PRAYAG,2012,3,0,2,3,0,4,6,6,2,"RUDRA PRAYAG, UTTARAKHAND, INDIA",30.25,79.25
8949,UTTARAKHAND,TEHRI GARHWAL,2012,5,2,1,3,0,3,17,0,2,"TEHRI GARHWAL, UTTARAKHAND, INDIA",30.5,78.666667
8950,UTTARAKHAND,UDHAMSINGH NAGAR,2012,52,50,30,95,12,31,474,43,2,"UDHAMSINGH NAGAR, UTTARAKHAND, INDIA",30.25,79.25
8951,UTTARAKHAND,UTTARKASHI,2012,1,0,1,4,0,0,11,3,2,"UTTARKASHI, UTTARAKHAND, INDIA",30.7291049,78.4403495
8956,WEST BENGAL,BANKURA,2012,61,37,35,84,11,26,224,187,2,"BANKURA, WEST BENGAL, INDIA",23.13195425,87.2073972
8957,WEST BENGAL,BDN CP,2012,15,35,13,53,3,17,847,0,2,"BDN CP, WEST BENGAL, INDIA",24,88
8963,WEST BENGAL,DARJEELING,2012,27,17,10,47,6,6,318,632,2,"DARJEELING, WEST BENGAL, INDIA",27.0377554,88.263176
8966,WEST BENGAL,HOWRAH CITY,2012,39,3,28,191,3,35,1166,36,2,"HOWRAH CITY, WEST BENGAL, INDIA",22.57688,88.31857
8967,WEST BENGAL,HOWRAH G.R.P.,2012,16,9,2,4,2,3,323,3,2,"HOWRAH G.R.P., WEST BENGAL, INDIA",24,88
8969,WEST BENGAL,JHARGRAM,2012,30,23,21,21,10,19,97,11,2,"JHARGRAM, WEST BENGAL, INDIA",22.3770636,87.04867177
8970,WEST BENGAL,KHARAGPUR G.R.P.,2012,6,0,2,4,0,3,149,3,2,"KHARAGPUR G.R.P., WEST BENGAL, INDIA",24,88
8977,WEST BENGAL,PURULIA,2012,66,12,50,44,8,26,255,162,2,"PURULIA, WEST BENGAL, INDIA",23.3291882,86.3672378
8978,WEST BENGAL,SEALDAH G.R.P.,2012,19,9,0,7,0,10,421,62,2,"SEALDAH G.R.P., WEST BENGAL, INDIA",24,88
8979,WEST BENGAL,SILIGURI G.R.P.,2012,4,1,0,3,1,1,167,0,2,"SILIGURI G.R.P., WEST BENGAL, INDIA",24,88
8980,WEST BENGAL,SILIGURI_PC,2012,32,6,21,123,3,29,849,812,2,"SILIGURI_PC, WEST BENGAL, INDIA",26.7164127,88.4309916
8983,A & N ISLANDS,CAR,2012,2,0,0,1,1,0,4,4,2,"CAR, A & N ISLANDS, INDIA",22,79
8984,A & N ISLANDS,NORTH,2012,5,0,4,0,0,1,13,8,2,"NORTH, A & N ISLANDS, INDIA",22,79
8985,A & N ISLANDS,SOUTH,2012,8,3,8,7,4,1,54,50,2,"SOUTH, A & N ISLANDS, INDIA",22,79
8987,CHANDIGARH,CHANDIGARH,2012,21,44,27,87,3,63,1549,42,2,"CHANDIGARH, CHANDIGARH, INDIA",30.72984395,76.78414567
8989,D & N HAVELI,D and N HAVELI,2012,7,2,3,13,2,2,68,25,2,"D and N HAVELI, D & N HAVELI, INDIA",33.79548,74.062
8991,DAMAN & DIU,DAMAN,2012,3,4,5,2,1,3,52,15,2,"DAMAN, DAMAN & DIU, INDIA",20.42000485,72.8637629
8992,DAMAN & DIU,DIU,2012,0,1,0,1,0,0,3,2,2,"DIU, DAMAN & DIU, INDIA",20.71817495,70.93238341
8994,DELHI UT,CAW,2012,0,0,0,0,0,0,0,0,2,"CAW, DELHI UT, INDIA",22,79
8996,DELHI UT,CRIME BRANCH,2012,1,2,1,3,0,0,1,0,2,"CRIME BRANCH, DELHI UT, INDIA",22,79
8999,DELHI UT,EOW,2012,0,0,0,0,0,0,0,0,2,"EOW, DELHI UT, INDIA",22,79
9000,DELHI UT,GRP(RLY),2012,13,0,4,27,0,12,630,1,2,"GRP(RLY), DELHI UT, INDIA",22,79
9001,DELHI UT,IGI AIRPORT,2012,1,0,0,1,0,1,68,1,2,"IGI AIRPORT, DELHI UT, INDIA",22,79
9002,DELHI UT,NEW DELHI,2012,9,6,5,28,0,9,374,16,2,"NEW DELHI, DELHI UT, INDIA",22,79
9003,DELHI UT,NORTH,2012,25,17,14,153,0,45,1025,92,2,"NORTH, DELHI UT, INDIA",22,79
9010,DELHI UT,STF,2012,0,1,0,0,0,0,0,0,2,"STF, DELHI UT, INDIA",22,79
