,ds,y
6034,2017-07-10,779
6035,2017-07-11,769
6036,2017-07-12,690
6037,2017-07-13,819
6038,2017-07-14,798
6039,2017-07-15,888
6040,2017-07-16,812
6041,2017-07-17,844
6042,2017-07-18,792
6043,2017-07-19,768
6044,2017-07-20,760
6045,2017-07-21,758
6046,2017-07-22,755
6047,2017-07-23,842
6048,2017-07-24,781
6049,2017-07-25,850
6050,2017-07-26,752
6051,2017-07-27,790
6052,2017-07-28,851
6053,2017-07-29,800
6054,2017-07-30,818
6055,2017-07-31,793
6056,2017-08-01,958
6057,2017-08-02,774
6058,2017-08-03,849
6059,2017-08-04,924
6060,2017-08-05,928
6061,2017-08-06,865
6062,2017-08-07,773
6063,2017-08-08,768
6064,2017-08-09,769
6065,2017-08-10,790
6066,2017-08-11,765
6067,2017-08-12,812
6068,2017-08-13,730
6069,2017-08-14,815
6070,2017-08-15,795
6071,2017-08-16,795
6072,2017-08-17,768
6073,2017-08-18,859
6074,2017-08-19,892
6075,2017-08-20,776
6076,2017-08-21,754
6077,2017-08-22,780
6078,2017-08-23,747
6079,2017-08-24,801
6080,2017-08-25,772
6081,2017-08-26,780
6082,2017-08-27,755
6083,2017-08-28,688
6084,2017-08-29,724
6085,2017-08-30,788
6086,2017-08-31,735
6087,2017-09-01,919
6088,2017-09-02,771
6089,2017-09-03,757
6090,2017-09-04,716
6091,2017-09-05,704
6092,2017-09-06,648
6093,2017-09-07,728
6094,2017-09-08,702
6095,2017-09-09,735
6096,2017-09-10,739
6097,2017-09-11,691
6098,2017-09-12,726
6099,2017-09-13,706
6100,2017-09-14,734
6101,2017-09-15,808
6102,2017-09-16,826
6103,2017-09-17,812
6104,2017-09-18,772
6105,2017-09-19,708
6106,2017-09-20,827
6107,2017-09-21,807
6108,2017-09-22,798
6109,2017-09-23,830
6110,2017-09-24,811
6111,2017-09-25,821
6112,2017-09-26,749
6113,2017-09-27,726
6114,2017-09-28,717
6115,2017-09-29,810
6116,2017-09-30,745
6117,2017-10-01,851
6118,2017-10-02,752
6119,2017-10-03,738
6120,2017-10-04,742
6121,2017-10-05,747
6122,2017-10-06,748
6123,2017-10-07,711
6124,2017-10-08,718
6125,2017-10-09,746
6126,2017-10-10,703
6127,2017-10-11,617
6128,2017-10-12,765
6129,2017-10-13,768
6130,2017-10-14,647
6131,2017-10-15,639
6132,2017-10-16,761
6133,2017-10-17,719
6134,2017-10-18,774
6135,2017-10-19,773
6136,2017-10-20,849
6137,2017-10-21,814
6138,2017-10-22,738
6139,2017-10-23,740
6140,2017-10-24,689
6141,2017-10-25,714
6142,2017-10-26,753
6143,2017-10-27,818
6144,2017-10-28,717
6145,2017-10-29,696
6146,2017-10-30,708
6147,2017-10-31,757
6148,2017-11-01,819
6149,2017-11-02,722
6150,2017-11-03,789
6151,2017-11-04,754
6152,2017-11-05,773
6153,2017-11-06,717
6154,2017-11-07,677
6155,2017-11-08,758
6156,2017-11-09,655
6157,2017-11-10,678
6158,2017-11-11,688
6159,2017-11-12,665
6160,2017-11-13,718
6161,2017-11-14,700
6162,2017-11-15,709
6163,2017-11-16,764
6164,2017-11-17,738
6165,2017-11-18,696
6166,2017-11-19,690
6167,2017-11-20,762
6168,2017-11-21,672
6169,2017-11-22,655
6170,2017-11-23,543
6171,2017-11-24,683
6172,2017-11-25,714
6173,2017-11-26,664
6174,2017-11-27,774
6175,2017-11-28,783
6176,2017-11-29,771
6177,2017-11-30,750
6178,2017-12-01,914
6179,2017-12-02,757
6180,2017-12-03,676
6181,2017-12-04,809
6182,2017-12-05,710
6183,2017-12-06,712
6184,2017-12-07,625
6185,2017-12-08,735
6186,2017-12-09,659
6187,2017-12-10,664
6188,2017-12-11,739
6189,2017-12-12,684
6190,2017-12-13,700
6191,2017-12-14,718
6192,2017-12-15,768
6193,2017-12-16,772
6194,2017-12-17,729
6195,2017-12-18,726
6196,2017-12-19,763
6197,2017-12-20,704
6198,2017-12-21,747
6199,2017-12-22,784
6200,2017-12-23,714
6201,2017-12-24,503
6202,2017-12-25,394
6203,2017-12-26,526
6204,2017-12-27,523
6205,2017-12-28,601
6206,2017-12-29,574
6207,2017-12-30,621
6208,2017-12-31,541
6209,2018-01-01,933
6210,2018-01-02,560
6211,2018-01-03,575
6212,2018-01-04,602
6213,2018-01-05,664
6214,2018-01-06,586
6215,2018-01-07,533
6216,2018-01-08,619
6217,2018-01-09,652
6218,2018-01-10,720
6219,2018-01-11,700
6220,2018-01-12,707
6221,2018-01-13,617
6222,2018-01-14,564
6223,2018-01-15,529
6224,2018-01-16,614
6225,2018-01-17,649
6226,2018-01-18,626
6227,2018-01-19,709
6228,2018-01-20,730
6229,2018-01-21,718
6230,2018-01-22,724
6231,2018-01-23,718
6232,2018-01-24,613
6233,2018-01-25,641
6234,2018-01-26,763
6235,2018-01-27,754
6236,2018-01-28,671
6237,2018-01-29,652
6238,2018-01-30,636
6239,2018-01-31,708
6240,2018-02-01,736
6241,2018-02-02,674
6242,2018-02-03,629
6243,2018-02-04,512
6244,2018-02-05,542
6245,2018-02-06,588
6246,2018-02-07,543
6247,2018-02-08,555
6248,2018-02-09,505
6249,2018-02-10,534
6250,2018-02-11,537
6251,2018-02-12,572
6252,2018-02-13,644
6253,2018-02-14,661
6254,2018-02-15,698
6255,2018-02-16,663
6256,2018-02-17,604
6257,2018-02-18,587
6258,2018-02-19,625
6259,2018-02-20,645
6260,2018-02-21,639
6261,2018-02-22,677
6262,2018-02-23,671
6263,2018-02-24,681
6264,2018-02-25,655
6265,2018-02-26,625
6266,2018-02-27,691
6267,2018-02-28,647
6268,2018-03-01,825
6269,2018-03-02,691
6270,2018-03-03,664
6271,2018-03-04,648
6272,2018-03-05,665
6273,2018-03-06,653
6274,2018-03-07,656
6275,2018-03-08,660
6276,2018-03-09,745
6277,2018-03-10,684
6278,2018-03-11,619
6279,2018-03-12,661
6280,2018-03-13,638
6281,2018-03-14,664
6282,2018-03-15,691
6283,2018-03-16,702
6284,2018-03-17,777
6285,2018-03-18,688
6286,2018-03-19,659
6287,2018-03-20,712
6288,2018-03-21,688
6289,2018-03-22,670
6290,2018-03-23,752
6291,2018-03-24,649
6292,2018-03-25,677
6293,2018-03-26,696
6294,2018-03-27,673
6295,2018-03-28,689
6296,2018-03-29,629
6297,2018-03-30,704
6298,2018-03-31,690
6299,2018-04-01,730
6300,2018-04-02,674
6301,2018-04-03,605
6302,2018-04-04,698
6303,2018-04-05,672
6304,2018-04-06,695
6305,2018-04-07,635
6306,2018-04-08,617
6307,2018-04-09,661
6308,2018-04-10,713
6309,2018-04-11,769
6310,2018-04-12,751
6311,2018-04-13,781
6312,2018-04-14,689
6313,2018-04-15,603
6314,2018-04-16,733
6315,2018-04-17,699
6316,2018-04-18,627
6317,2018-04-19,724
6318,2018-04-20,803
6319,2018-04-21,677
6320,2018-04-22,698
6321,2018-04-23,716
6322,2018-04-24,713
6323,2018-04-25,750
6324,2018-04-26,733
6325,2018-04-27,772
6326,2018-04-28,679
6327,2018-04-29,725
6328,2018-04-30,789
6329,2018-05-01,1008
6330,2018-05-02,789
6331,2018-05-03,742
6332,2018-05-04,814
6333,2018-05-05,854
6334,2018-05-06,715
6335,2018-05-07,804
6336,2018-05-08,803
6337,2018-05-09,792
6338,2018-05-10,779
6339,2018-05-11,729
6340,2018-05-12,699
6341,2018-05-13,689
6342,2018-05-14,788
6343,2018-05-15,743
6344,2018-05-16,759
6345,2018-05-17,794
6346,2018-05-18,800
6347,2018-05-19,759
6348,2018-05-20,763
6349,2018-05-21,714
6350,2018-05-22,797
6351,2018-05-23,781
6352,2018-05-24,819
6353,2018-05-25,804
6354,2018-05-26,853
6355,2018-05-27,883
6356,2018-05-28,888
6357,2018-05-29,874
6358,2018-05-30,847
6359,2018-05-31,841
6360,2018-06-01,1012
6361,2018-06-02,819
6362,2018-06-03,835
6363,2018-06-04,790
6364,2018-06-05,752
6365,2018-06-06,815
6366,2018-06-07,767
6367,2018-06-08,774
6368,2018-06-09,816
6369,2018-06-10,731
6370,2018-06-11,748
6371,2018-06-12,793
6372,2018-06-13,751
6373,2018-06-14,756
6374,2018-06-15,839
6375,2018-06-16,825
6376,2018-06-17,829
6377,2018-06-18,845
6378,2018-06-19,795
6379,2018-06-20,889
6380,2018-06-21,667
6381,2018-06-22,723
6382,2018-06-23,839
6383,2018-06-24,869
6384,2018-06-25,854
6385,2018-06-26,795
6386,2018-06-27,827
6387,2018-06-28,822
6388,2018-06-29,780
6389,2018-06-30,867
6390,2018-07-01,978
6391,2018-07-02,860
6392,2018-07-03,826
6393,2018-07-04,829
6394,2018-07-05,841
6395,2018-07-06,889
6396,2018-07-07,831
6397,2018-07-08,825
6398,2018-07-09,802
6399,2018-07-10,810
6400,2018-07-11,737
6401,2018-07-12,798
6402,2018-07-13,819
6403,2018-07-14,788
6404,2018-07-15,812
6405,2018-07-16,783
6406,2018-07-17,745
6407,2018-07-18,840
6408,2018-07-19,778
6409,2018-07-20,821
6410,2018-07-21,800
6411,2018-07-22,795
6412,2018-07-23,846
6413,2018-07-24,798
6414,2018-07-25,808
6415,2018-07-26,801
6416,2018-07-27,800
6417,2018-07-28,807
6418,2018-07-29,776
6419,2018-07-30,782
6420,2018-07-31,830
6421,2018-08-01,934
6422,2018-08-02,852
6423,2018-08-03,891
6424,2018-08-04,902
6425,2018-08-05,860
6426,2018-08-06,802
6427,2018-08-07,785
6428,2018-08-08,792
6429,2018-08-09,768
6430,2018-08-10,857
6431,2018-08-11,860
6432,2018-08-12,842
6433,2018-08-13,823
6434,2018-08-14,829
6435,2018-08-15,796
6436,2018-08-16,837
6437,2018-08-17,810
6438,2018-08-18,910
6439,2018-08-19,793
6440,2018-08-20,747
6441,2018-08-21,722
6442,2018-08-22,850
6443,2018-08-23,728
6444,2018-08-24,790
6445,2018-08-25,836
6446,2018-08-26,793
6447,2018-08-27,824
6448,2018-08-28,802
6449,2018-08-29,750
6450,2018-08-30,820
6451,2018-08-31,833
6452,2018-09-01,980
6453,2018-09-02,832
6454,2018-09-03,776
6455,2018-09-04,819
6456,2018-09-05,717
6457,2018-09-06,740
6458,2018-09-07,729
6459,2018-09-08,790
6460,2018-09-09,664
6461,2018-09-10,716
6462,2018-09-11,692
6463,2018-09-12,714
6464,2018-09-13,687
6465,2018-09-14,870
6466,2018-09-15,806
6467,2018-09-16,819
6468,2018-09-17,786
6469,2018-09-18,737
6470,2018-09-19,761
6471,2018-09-20,829
6472,2018-09-21,825
6473,2018-09-22,799
6474,2018-09-23,735
6475,2018-09-24,796
6476,2018-09-25,751
6477,2018-09-26,751
6478,2018-09-27,708
6479,2018-09-28,792
6480,2018-09-29,732
6481,2018-09-30,741
6482,2018-10-01,913
6483,2018-10-02,717
6484,2018-10-03,676
6485,2018-10-04,697
6486,2018-10-05,654
6487,2018-10-06,726
6488,2018-10-07,718
6489,2018-10-08,741
6490,2018-10-09,746
6491,2018-10-10,724
6492,2018-10-11,679
6493,2018-10-12,705
6494,2018-10-13,744
6495,2018-10-14,702
6496,2018-10-15,705
6497,2018-10-16,667
6498,2018-10-17,690
6499,2018-10-18,724
6500,2018-10-19,766
6501,2018-10-20,805
6502,2018-10-21,644
6503,2018-10-22,715
6504,2018-10-23,736
6505,2018-10-24,805
6506,2018-10-25,720
6507,2018-10-26,829
6508,2018-10-27,788
6509,2018-10-28,715
6510,2018-10-29,723
6511,2018-10-30,765
6512,2018-10-31,885
6513,2018-11-01,936
6514,2018-11-02,785
6515,2018-11-03,782
6516,2018-11-04,685
6517,2018-11-05,707
6518,2018-11-06,763
6519,2018-11-07,685
6520,2018-11-08,675
6521,2018-11-09,718
6522,2018-11-10,651
6523,2018-11-11,648
6524,2018-11-12,687
6525,2018-11-13,609
6526,2018-11-14,639
6527,2018-11-15,692
6528,2018-11-16,733
6529,2018-11-17,669
6530,2018-11-18,629
6531,2018-11-19,639
6532,2018-11-20,699
6533,2018-11-21,741
6534,2018-11-22,541
6535,2018-11-23,750
6536,2018-11-24,697
6537,2018-11-25,574
6538,2018-11-26,561
6539,2018-11-27,637
6540,2018-11-28,714
6541,2018-11-29,675
6542,2018-11-30,751
6543,2018-12-01,813
6544,2018-12-02,711
6545,2018-12-03,770
6546,2018-12-04,724
6547,2018-12-05,711
6548,2018-12-06,719
6549,2018-12-07,747
6550,2018-12-08,739
6551,2018-12-09,690
6552,2018-12-10,716
6553,2018-12-11,671
6554,2018-12-12,759
6555,2018-12-13,712
6556,2018-12-14,793
6557,2018-12-15,744
6558,2018-12-16,750
6559,2018-12-17,712
6560,2018-12-18,715
6561,2018-12-19,740
6562,2018-12-20,788
6563,2018-12-21,801
6564,2018-12-22,760
6565,2018-12-23,636
6566,2018-12-24,609
6567,2018-12-25,448
6568,2018-12-26,627
6569,2018-12-27,627
6570,2018-12-28,725
6571,2018-12-29,696
6572,2018-12-30,670
6573,2018-12-31,648
6574,2019-01-01,1043
6575,2019-01-02,654
6576,2019-01-03,752
6577,2019-01-04,767
6578,2019-01-05,792
6579,2019-01-06,664
6580,2019-01-07,676
6581,2019-01-08,700
6582,2019-01-09,631
6583,2019-01-10,686
6584,2019-01-11,784
6585,2019-01-12,672
6586,2019-01-13,573
6587,2019-01-14,635
6588,2019-01-15,696
6589,2019-01-16,699
6590,2019-01-17,653
6591,2019-01-18,667
6592,2019-01-19,520
6593,2019-01-20,493
6594,2019-01-21,555
6595,2019-01-22,624
6596,2019-01-23,661
6597,2019-01-24,607
6598,2019-01-25,586
6599,2019-01-26,531
6600,2019-01-27,522
6601,2019-01-28,521
6602,2019-01-29,494
6603,2019-01-30,341
6604,2019-01-31,458
6605,2019-02-01,773
6606,2019-02-02,722
6607,2019-02-03,594
6608,2019-02-04,735
6609,2019-02-05,652
6610,2019-02-06,636
6611,2019-02-07,670
6612,2019-02-08,642
6613,2019-02-09,756
6614,2019-02-10,638
6615,2019-02-11,624
6616,2019-02-12,665
6617,2019-02-13,643
6618,2019-02-14,742
6619,2019-02-15,739
6620,2019-02-16,676
6621,2019-02-17,617
6622,2019-02-18,590
6623,2019-02-19,611
6624,2019-02-20,632
6625,2019-02-21,696
6626,2019-02-22,713
6627,2019-02-23,647
6628,2019-02-24,547
6629,2019-02-25,595
6630,2019-02-26,608
6631,2019-02-27,649
6632,2019-02-28,594
6633,2019-03-01,749
6634,2019-03-02,663
6635,2019-03-03,551
6636,2019-03-04,544
6637,2019-03-05,541
6638,2019-03-06,628
6639,2019-03-07,609
6640,2019-03-08,717
6641,2019-03-09,617
6642,2019-03-10,612
6643,2019-03-11,700
6644,2019-03-12,627
6645,2019-03-13,688
6646,2019-03-14,674
6647,2019-03-15,734
6648,2019-03-16,766
6649,2019-03-17,611
6650,2019-03-18,651
6651,2019-03-19,643
6652,2019-03-20,691
6653,2019-03-21,689
6654,2019-03-22,709
6655,2019-03-23,690
6656,2019-03-24,648
6657,2019-03-25,639
6658,2019-03-26,671
6659,2019-03-27,698
6660,2019-03-28,683
6661,2019-03-29,674
6662,2019-03-30,663
6663,2019-03-31,637
6664,2019-04-01,790
6665,2019-04-02,658
6666,2019-04-03,680
6667,2019-04-04,662
6668,2019-04-05,703
6669,2019-04-06,742
6670,2019-04-07,703
6671,2019-04-08,744
6672,2019-04-09,693
6673,2019-04-10,659
6674,2019-04-11,748
6675,2019-04-12,778
6676,2019-04-13,754
6677,2019-04-14,536
6678,2019-04-15,722
6679,2019-04-16,707
6680,2019-04-17,691
6681,2019-04-18,627
6682,2019-04-19,650
6683,2019-04-20,730
6684,2019-04-21,645
6685,2019-04-22,735
6686,2019-04-23,742
6687,2019-04-24,702
6688,2019-04-25,766
6689,2019-04-26,760
6690,2019-04-27,629
6691,2019-04-28,605
6692,2019-04-29,716
6693,2019-04-30,729
6694,2019-05-01,809
6695,2019-05-02,698
6696,2019-05-03,791
6697,2019-05-04,699
6698,2019-05-05,779
6699,2019-05-06,790
6700,2019-05-07,700
6701,2019-05-08,759
6702,2019-05-09,737
6703,2019-05-10,797
6704,2019-05-11,696
6705,2019-05-12,631
6706,2019-05-13,790
6707,2019-05-14,719
6708,2019-05-15,763
6709,2019-05-16,740
6710,2019-05-17,775
6711,2019-05-18,758
6712,2019-05-19,774
6713,2019-05-20,808
6714,2019-05-21,728
6715,2019-05-22,772
6716,2019-05-23,773
6717,2019-05-24,848
6718,2019-05-25,875
6719,2019-05-26,826
6720,2019-05-27,747
6721,2019-05-28,747
6722,2019-05-29,737
6723,2019-05-30,745
6724,2019-05-31,831
6725,2019-06-01,917
6726,2019-06-02,734
6727,2019-06-03,707
6728,2019-06-04,771
6729,2019-06-05,789
6730,2019-06-06,741
6731,2019-06-07,823
6732,2019-06-08,888
6733,2019-06-09,805
6734,2019-06-10,798
6735,2019-06-11,775
6736,2019-06-12,715
6737,2019-06-13,701
6738,2019-06-14,806
6739,2019-06-15,831
6740,2019-06-16,721
6741,2019-06-17,751
6742,2019-06-18,716
6743,2019-06-19,803
6744,2019-06-20,732
6745,2019-06-21,780
6746,2019-06-22,825
6747,2019-06-23,808
6748,2019-06-24,810
6749,2019-06-25,784
6750,2019-06-26,798
6751,2019-06-27,750
6752,2019-06-28,846
6753,2019-06-29,863
6754,2019-06-30,804
6755,2019-07-01,904
6756,2019-07-02,769
6757,2019-07-03,805
6758,2019-07-04,800
6759,2019-07-05,890
6760,2019-07-06,815
6761,2019-07-07,774
6762,2019-07-08,830
6763,2019-07-09,743
6764,2019-07-10,837
6765,2019-07-11,764
6766,2019-07-12,787
6767,2019-07-13,893
6768,2019-07-14,789
6769,2019-07-15,821
6770,2019-07-16,754
6771,2019-07-17,803
6772,2019-07-18,760
6773,2019-07-19,801
6774,2019-07-20,826
6775,2019-07-21,774
6776,2019-07-22,790
6777,2019-07-23,787
6778,2019-07-24,745
6779,2019-07-25,799
6780,2019-07-26,816
6781,2019-07-27,825
6782,2019-07-28,831
6783,2019-07-29,815
6784,2019-07-30,776
6785,2019-07-31,713
6786,2019-08-01,905
6787,2019-08-02,881
6788,2019-08-03,869
6789,2019-08-04,842
6790,2019-08-05,808
6791,2019-08-06,783
6792,2019-08-07,778
6793,2019-08-08,818
6794,2019-08-09,795
6795,2019-08-10,798
6796,2019-08-11,802
6797,2019-08-12,709
6798,2019-08-13,762
6799,2019-08-14,792
6800,2019-08-15,812
6801,2019-08-16,774
6802,2019-08-17,811
6803,2019-08-18,759
6804,2019-08-19,787
6805,2019-08-20,731
6806,2019-08-21,721
6807,2019-08-22,754
6808,2019-08-23,780
6809,2019-08-24,818
6810,2019-08-25,766
6811,2019-08-26,729
6812,2019-08-27,731
6813,2019-08-28,752
6814,2019-08-29,772
6815,2019-08-30,765
6816,2019-08-31,775
6817,2019-09-01,884
6818,2019-09-02,777
6819,2019-09-03,675
6820,2019-09-04,683
6821,2019-09-05,647
6822,2019-09-06,771
6823,2019-09-07,735
6824,2019-09-08,720
6825,2019-09-09,778
6826,2019-09-10,721
6827,2019-09-11,749
6828,2019-09-12,784
6829,2019-09-13,817
6830,2019-09-14,763
6831,2019-09-15,783
6832,2019-09-16,806
6833,2019-09-17,777
6834,2019-09-18,755
6835,2019-09-19,788
6836,2019-09-20,814
6837,2019-09-21,757
6838,2019-09-22,657
6839,2019-09-23,766
6840,2019-09-24,755
6841,2019-09-25,712
6842,2019-09-26,710
6843,2019-09-27,667
6844,2019-09-28,699
6845,2019-09-29,712
6846,2019-09-30,752
6847,2019-10-01,875
6848,2019-10-02,729
6849,2019-10-03,727
6850,2019-10-04,715
6851,2019-10-05,722
6852,2019-10-06,670
6853,2019-10-07,745
6854,2019-10-08,711
6855,2019-10-09,732
6856,2019-10-10,645
6857,2019-10-11,728
6858,2019-10-12,730
6859,2019-10-13,697
6860,2019-10-14,684
6861,2019-10-15,739
6862,2019-10-16,740
6863,2019-10-17,676
6864,2019-10-18,704
6865,2019-10-19,716
6866,2019-10-20,720
6867,2019-10-21,711
6868,2019-10-22,660
6869,2019-10-23,699
6870,2019-10-24,716
6871,2019-10-25,750
6872,2019-10-26,558
6873,2019-10-27,701
6874,2019-10-28,658
6875,2019-10-29,635
6876,2019-10-30,577
6877,2019-10-31,588
6878,2019-11-01,843
6879,2019-11-02,664
6880,2019-11-03,718
6881,2019-11-04,671
6882,2019-11-05,634
6883,2019-11-06,661
6884,2019-11-07,661
6885,2019-11-08,680
6886,2019-11-09,710
6887,2019-11-10,650
6888,2019-11-11,494
6889,2019-11-12,545
6890,2019-11-13,578
6891,2019-11-14,578
6892,2019-11-15,756
6893,2019-11-16,663
6894,2019-11-17,701
6895,2019-11-18,683
6896,2019-11-19,682
6897,2019-11-20,729
6898,2019-11-21,662
6899,2019-11-22,727
6900,2019-11-23,702
6901,2019-11-24,697
6902,2019-11-25,691
6903,2019-11-26,678
6904,2019-11-27,637
6905,2019-11-28,505
6906,2019-11-29,648
6907,2019-11-30,663
6908,2019-12-01,718
6909,2019-12-02,709
6910,2019-12-03,689
6911,2019-12-04,746
6912,2019-12-05,700
6913,2019-12-06,736
6914,2019-12-07,700
6915,2019-12-08,669
6916,2019-12-09,705
6917,2019-12-10,675
6918,2019-12-11,604
6919,2019-12-12,656
6920,2019-12-13,731
6921,2019-12-14,682
6922,2019-12-15,655
6923,2019-12-16,624
6924,2019-12-17,669
6925,2019-12-18,652
6926,2019-12-19,683
6927,2019-12-20,722
6928,2019-12-21,745
6929,2019-12-22,680
6930,2019-12-23,687
6931,2019-12-24,623
6932,2019-12-25,512
6933,2019-12-26,608
6934,2019-12-27,691
6935,2019-12-28,638
6936,2019-12-29,689
6937,2019-12-30,615
6938,2019-12-31,547
6939,2020-01-01,909
6940,2020-01-02,635
6941,2020-01-03,696
6942,2020-01-04,637
6943,2020-01-05,621
6944,2020-01-06,691
6945,2020-01-07,625
6946,2020-01-08,646
6947,2020-01-09,630
6948,2020-01-10,623
6949,2020-01-11,560
6950,2020-01-12,574
6951,2020-01-13,648
6952,2020-01-14,662
6953,2020-01-15,652
6954,2020-01-16,674
6955,2020-01-17,581
6956,2020-01-18,561
6957,2020-01-19,503
6958,2020-01-20,617
6959,2020-01-21,585
6960,2020-01-22,633
6961,2020-01-23,592
6962,2020-01-24,657
6963,2020-01-25,663
6964,2020-01-26,605
6965,2020-01-27,698
6966,2020-01-28,680
6967,2020-01-29,618
6968,2020-01-30,620
6969,2020-01-31,708
6970,2020-02-01,801
6971,2020-02-02,663
6972,2020-02-03,743
6973,2020-02-04,648
6974,2020-02-05,632
6975,2020-02-06,554
6976,2020-02-07,693
6977,2020-02-08,625
6978,2020-02-09,563
6979,2020-02-10,628
6980,2020-02-11,640
6981,2020-02-12,627
6982,2020-02-13,547
6983,2020-02-14,586
6984,2020-02-15,593
6985,2020-02-16,618
6986,2020-02-17,600
6987,2020-02-18,666
6988,2020-02-19,581
6989,2020-02-20,600
6990,2020-02-21,657
6991,2020-02-22,685
6992,2020-02-23,660
6993,2020-02-24,599
6994,2020-02-25,516
6995,2020-02-26,601
6996,2020-02-27,565
6997,2020-02-28,656
6998,2020-02-29,587
6999,2020-03-01,725
7000,2020-03-02,599
7001,2020-03-03,634
7002,2020-03-04,623
7003,2020-03-05,587
7004,2020-03-06,706
7005,2020-03-07,588
7006,2020-03-08,639
7007,2020-03-09,572
7008,2020-03-10,564
7009,2020-03-11,589
7010,2020-03-12,633
7011,2020-03-13,675
7012,2020-03-14,617
7013,2020-03-15,590
7014,2020-03-16,531
7015,2020-03-17,575
7016,2020-03-18,527
7017,2020-03-19,471
7018,2020-03-20,496
7019,2020-03-21,439
7020,2020-03-22,377
7021,2020-03-23,393
7022,2020-03-24,423
7023,2020-03-25,438
7024,2020-03-26,425
7025,2020-03-27,425
7026,2020-03-28,468
7027,2020-03-29,500
7028,2020-03-30,448
7029,2020-03-31,389
7030,2020-04-01,519
7031,2020-04-02,377
7032,2020-04-03,508
7033,2020-04-04,447
7034,2020-04-05,405
7035,2020-04-06,451
7036,2020-04-07,455
7037,2020-04-08,443
7038,2020-04-09,426
7039,2020-04-10,426
7040,2020-04-11,448
7041,2020-04-12,383
7042,2020-04-13,396
7043,2020-04-14,364
7044,2020-04-15,411
7045,2020-04-16,405
7046,2020-04-17,425
7047,2020-04-18,462
7048,2020-04-19,340
7049,2020-04-20,501
7050,2020-04-21,418
7051,2020-04-22,432
7052,2020-04-23,441
7053,2020-04-24,440
7054,2020-04-25,398
7055,2020-04-26,422
7056,2020-04-27,398
7057,2020-04-28,465
7058,2020-04-29,423
7059,2020-04-30,425
7060,2020-05-01,564
7061,2020-05-02,492
7062,2020-05-03,490
7063,2020-05-04,438
7064,2020-05-05,437
7065,2020-05-06,463
7066,2020-05-07,420
7067,2020-05-08,443
7068,2020-05-09,463
7069,2020-05-10,473
7070,2020-05-11,452
7071,2020-05-12,454
7072,2020-05-13,518
7073,2020-05-14,467
7074,2020-05-15,548
7075,2020-05-16,577
7076,2020-05-17,440
7077,2020-05-18,500
7078,2020-05-19,471
7079,2020-05-20,536
7080,2020-05-21,495
7081,2020-05-22,535
7082,2020-05-23,553
7083,2020-05-24,567
7084,2020-05-25,643
7085,2020-05-26,579
7086,2020-05-27,569
7087,2020-05-28,551
7088,2020-05-29,581
7089,2020-05-30,923
7090,2020-05-31,1898
7091,2020-06-01,890
7092,2020-06-02,677
7093,2020-06-03,622
7094,2020-06-04,528
7095,2020-06-05,542
7096,2020-06-06,528
7097,2020-06-07,553
7098,2020-06-08,524
7099,2020-06-09,494
7100,2020-06-10,499
7101,2020-06-11,550
7102,2020-06-12,603
7103,2020-06-13,504
7104,2020-06-14,538
7105,2020-06-15,575
7106,2020-06-16,551
7107,2020-06-17,602
7108,2020-06-18,600
7109,2020-06-19,596
7110,2020-06-20,654
7111,2020-06-21,593
7112,2020-06-22,668
7113,2020-06-23,574
7114,2020-06-24,580
7115,2020-06-25,613
7116,2020-06-26,556
7117,2020-06-27,580
7118,2020-06-28,625
7119,2020-06-29,554
7120,2020-06-30,569
7121,2020-07-01,683
7122,2020-07-02,637
7123,2020-07-03,684
7124,2020-07-04,744
7125,2020-07-05,721
7126,2020-07-06,633
7127,2020-07-07,551
7128,2020-07-08,553
7129,2020-07-09,556
7130,2020-07-10,670
7131,2020-07-11,627
7132,2020-07-12,597
7133,2020-07-13,665
7134,2020-07-14,601
7135,2020-07-15,602
7136,2020-07-16,594
7137,2020-07-17,657
7138,2020-07-18,649
7139,2020-07-19,627
7140,2020-07-20,647
7141,2020-07-21,632
7142,2020-07-22,611
7143,2020-07-23,565
7144,2020-07-24,627
7145,2020-07-25,649
7146,2020-07-26,657
7147,2020-07-27,616
7148,2020-07-28,621
7149,2020-07-29,619
7150,2020-07-30,603
7151,2020-07-31,627
7152,2020-08-01,676
7153,2020-08-02,566
7154,2020-08-03,603
7155,2020-08-04,541
7156,2020-08-05,572
7157,2020-08-06,604
7158,2020-08-07,594
7159,2020-08-08,663
7160,2020-08-09,652
7161,2020-08-10,947
7162,2020-08-11,594
7163,2020-08-12,601
7164,2020-08-13,647
7165,2020-08-14,641
7166,2020-08-15,624
7167,2020-08-16,670
7168,2020-08-17,640
7169,2020-08-18,614
7170,2020-08-19,627
7171,2020-08-20,640
7172,2020-08-21,652
7173,2020-08-22,643
7174,2020-08-23,624
7175,2020-08-24,634
7176,2020-08-25,638
7177,2020-08-26,645
7178,2020-08-27,589
7179,2020-08-28,666
7180,2020-08-29,646
7181,2020-08-30,659
7182,2020-08-31,693
7183,2020-09-01,661
7184,2020-09-02,576
7185,2020-09-03,573
7186,2020-09-04,648
7187,2020-09-05,671
7188,2020-09-06,645
7189,2020-09-07,601
7190,2020-09-08,543
7191,2020-09-09,542
7192,2020-09-10,565
7193,2020-09-11,659
7194,2020-09-12,563
7195,2020-09-13,583
7196,2020-09-14,589
7197,2020-09-15,604
7198,2020-09-16,617
